HGNC ID	Approved symbol	Status	Previous symbols	Alias symbols	Chromosome	Accession numbers	RefSeq IDs	Enzyme IDs	NCBI Gene ID	Ensembl gene ID	Mouse genome database ID	Locus type
HGNC:41426	ACAP2-IT1	Approved			3q29					ENSG00000229325		RNA, long non-coding
HGNC:16754	ACAP3	Approved	CENTB5	KIAA1716	1p36.33	AF411981	NM_030649		116983	ENSG00000131584	MGI:2153589	gene with protein product
HGNC:93	ACAT1	Approved	ACAT	THIL	11q22.3	D90228	NM_000019	2.3.1.9	38	ENSG00000075239	MGI:87870	gene with protein product
HGNC:94	ACAT2	Approved			6q25.3	AF356877	NM_005891	2.3.1.9	39	ENSG00000120437	MGI:87871, MGI:109182	gene with protein product
HGNC:15453	ACBD3	Approved	GOLPH1, GOCAP1	GCP60, PAP7	1q42.12	AB043587	NM_022735		64746	ENSG00000182827	MGI:2181074	gene with protein product
HGNC:40701	ACBD3-AS1	Approved		RP11-275I14.4	1q42.12	AW511419	NR_146443		107985353	ENSG00000234478		RNA, long non-coding
HGNC:23337	ACBD4	Approved		FLJ13322	17q21.31	BC029164	NM_024722		79777	ENSG00000181513	MGI:1914381	gene with protein product
HGNC:23338	ACBD5	Approved		DKFZp434A2417, KIAA1996	10p12.1	AF505653	NM_145698		91452	ENSG00000107897	MGI:1921409	gene with protein product
HGNC:23339	ACBD6	Approved		MGC2404	1q25.2-q25.3	BC006505	NM_032360		84320	ENSG00000230124	MGI:1919732	gene with protein product
HGNC:17715	ACBD7	Approved		FLJ38219, bA455B2.2	10p13	AK095538			414149	ENSG00000176244	MGI:1925495	gene with protein product
HGNC:96	ACBP	Symbol Withdrawn										unknown
HGNC:97	ACC	Symbol Withdrawn										unknown
HGNC:98	ACCN	Symbol Withdrawn										unknown
HGNC:14594	ACCPN	Symbol Withdrawn			15q13-q15							phenotype only
HGNC:23989	ACCS	Approved		PHACS, ACS	11p11.2	AY026508	NM_032592		84680	ENSG00000110455	MGI:1919717	gene with protein product
HGNC:34391	ACCSL	Approved			11p11.2		NM_001031854		390110	ENSG00000205126	MGI:3584519	gene with protein product
HGNC:56899	ACCSLP1	Approved			6p24.3		NG_025783		100422646	ENSG00000230570		pseudogene
HGNC:25070	ACD	Approved		Ptop, Pip1, Tpp1, Tint1	16q22.1	AF070535	NM_022914		65057	ENSG00000102977	MGI:87873	gene with protein product
HGNC:2707	ACE	Approved	DCP1	ACE1, CD143	17q23.3	J04144	NM_000789	3.4.15.1	1636	ENSG00000159640	MGI:87874	gene with protein product
HGNC:13557	ACE2	Approved		ACEH	Xp22.2	AF291820		3.4.17.23	59272	ENSG00000130234	MGI:1917258	gene with protein product
HGNC:56255	ACE2-DT	Approved		GS1-594A7.3	Xp22.2		NR_126564		104798195	ENSG00000225833		RNA, long non-coding
HGNC:44365	ACE3P	Approved			17q23.3				100129123	ENSG00000224353	MGI:3644400	pseudogene
HGNC:18356	ACER1	Approved	ASAH3		19p13.3	AF347024	NM_133492	3.5.1.23	125981	ENSG00000167769	MGI:2181962	gene with protein product
HGNC:23675	ACER2	Approved	ASAH3L	FLJ41587, ALKCDase2	9p22.1	AK123581	NM_001010887	3.5.1.23	340485	ENSG00000177076	MGI:1920932	gene with protein product
HGNC:54674	ACER2P1	Approved			2q33.3		NG_030142		645978	ENSG00000180105		pseudogene
HGNC:16066	ACER3	Approved	PHCA	FLJ11238, APHC	11q13.5	AF214454	NM_018367	3.5.1.23	55331	ENSG00000078124	MGI:1913440	gene with protein product
HGNC:106	ACH	Symbol Withdrawn										unknown
HGNC:107	ACHAP	Symbol Withdrawn			reserved							unknown
HGNC:108	ACHE	Approved	YT		7q22.1		NM_015831	3.1.1.7	43	ENSG00000087085	MGI:87876	gene with protein product
HGNC:109	ACHM1	Symbol Withdrawn	RMCH		14							phenotype only
HGNC:110	ACHM2	Symbol Withdrawn										unknown
HGNC:111	ACHM3	Symbol Withdrawn			8q22.1-q22.2							unknown
HGNC:112	ACHRD	Symbol Withdrawn										unknown
HGNC:113	ACHRG	Symbol Withdrawn										unknown
HGNC:17066	ACIN1	Approved	ACINUS	KIAA0670, fSAP152	14q11.2	AB014570	NM_014977		22985	ENSG00000100813	MGI:1891824	gene with protein product
HGNC:4035	ACKR1	Approved	FY, DARC	CCBP1, GPD, Dfy, CD234	1q23.2	U01839	NM_002036		2532	ENSG00000213088	MGI:1097689	gene with protein product
HGNC:1565	ACKR2	Approved	CMKBR9, CCBP2	CCR10, D6, CCR9	3p22.1	U94888	NM_001296		1238	ENSG00000144648	MGI:1891697	gene with protein product
HGNC:23692	ACKR3	Approved	CMKOR1, CXCR7	RDC1, GPR159	2q37.3	BC008459	NM_020311		57007	ENSG00000144476	MGI:109562	gene with protein product
HGNC:1611	ACKR4	Approved	CCRL1	CCR11, CCBP2, VSHK1, CCX-CKR, PPR1	3q22.1	AF110640	NM_016557		51554	ENSG00000129048	MGI:2181676	gene with protein product
HGNC:21142	ACKR4P1	Approved	CCRL1P, CCRL1P1	dJ509I19.4	6q24.1		XM_208346		285737	ENSG00000225415		pseudogene
HGNC:114	ACLS	Entry Withdrawn			12p13.3-p11.2							phenotype only
HGNC:115	ACLY	Approved		ATPCL, CLATP, ACL	17q21.2	X64330	NM_001096	2.3.3.8	47	ENSG00000131473	MGI:103251	gene with protein product
HGNC:116	ACMG	Entry Withdrawn										unknown
HGNC:19288	ACMSD	Approved			2q21.3	AB071418		4.1.1.45	130013	ENSG00000153086	MGI:2386323	gene with protein product
HGNC:34504	ACNATP	Approved	BAATP1		9q31.1				347275	ENSG00000227411		pseudogene
HGNC:117	ACO1	Approved	IREB1	IRP1, IREBP	9p21.1	M58510	NM_002197	4.2.1.3	48	ENSG00000122729	MGI:87879	gene with protein product
HGNC:118	ACO2	Approved		ACONM	22q13.2	AH006514	NM_001098	4.2.1.3	50	ENSG00000100412	MGI:87880	gene with protein product
HGNC:56989	ACO2P1	Approved			22q12.3		NG_022871		441996	ENSG00000235485		pseudogene
HGNC:56990	ACO2P2	Approved			1q42.3		NG_029282		343508	ENSG00000235371		pseudogene
HGNC:33904	ACOD1	Approved	IRG1	CAD	13q22.3		NM_001258406	4.1.1.6	730249	ENSG00000102794	MGI:103206	gene with protein product
HGNC:33128	ACOT1	Approved		ACH2, CTE-1, LACH2	14q24.3	DQ082754	NM_001037161		641371	ENSG00000184227	MGI:1349396	gene with protein product
HGNC:18431	ACOT2	Approved		Mte1, ZAP128	14q24.3	AY005822, AK001939	NM_006821		10965	ENSG00000119673	MGI:2159605	gene with protein product
HGNC:19748	ACOT4	Approved		FLJ31235, PTE-Ib, PTE2B	14q24.3	BC031799	NM_152331		122970	ENSG00000177465	MGI:2159621	gene with protein product
HGNC:33159	ACOT6	Approved	C14orf42		14q24.3	DQ082756, BF109853	NM_001037162		641372	ENSG00000205669	MGI:1921287	gene with protein product
HGNC:24157	ACOT7	Approved		BACH, ACH1, ACT, CTE-II, LACH1, MGC1126, hBACH	1p36.31	AB074417	NM_007274	3.1.2.2	11332	ENSG00000097021	MGI:1917275	gene with protein product
HGNC:15919	ACOT8	Approved	PTE1	hACTE-III, hTE, PTE-2, NAP1	20q13.12	AF014404	NM_183386	3.1.2.27	10005	ENSG00000101473	MGI:2158201	gene with protein product
HGNC:17152	ACOT9	Approved		CGI-16, MT-ACT48, ACATE2	Xp22.11	AF132950	NM_012332		23597	ENSG00000123130	MGI:1928939	gene with protein product
HGNC:18156	ACOT11	Approved	THEA	STARD14, BFIT, KIAA0707, BFIT1, THEM1	1p32.3	AB014607	NM_015547	3.1.2.-	26027	ENSG00000162390	MGI:1913736	gene with protein product
HGNC:24436	ACOT12	Approved		Cach, THEAL, STARD15	5q14.1	AB078619	NM_130767		134526	ENSG00000172497	MGI:1921406	gene with protein product
HGNC:20999	ACOT13	Approved	THEM2	HT012	6p22.3	AF220186	NM_018473		55856	ENSG00000112304	MGI:1914084	gene with protein product
HGNC:119	ACOX1	Approved		PALMCOX	17q25.1	U03254		1.3.3.6	51	ENSG00000161533	MGI:1330812	gene with protein product
HGNC:120	ACOX2	Approved		BRCACOX, BRCOX, THCCox	3p14.3	X95190	NM_003500	1.17.99.3	8309	ENSG00000168306	MGI:1934852	gene with protein product
HGNC:121	ACOX3	Approved			4p16.1	Y11411		1.3.3.6	8310	ENSG00000087008	MGI:1933156	gene with protein product
HGNC:25621	ACOXL	Approved		FLJ11042, ACOX4	2q13		NM_018308		55289	ENSG00000153093	MGI:1921371	gene with protein product
HGNC:41112	ACOXL-AS1	Approved			2q13		NR_122074		400997	ENSG00000204581		RNA, long non-coding
HGNC:122	ACP1	Approved		HAAP, LMW-PTP, LMWPTP	2p25.3	M87546	NM_004300	3.1.3.2	52	ENSG00000143727	MGI:87881	gene with protein product
HGNC:123	ACP2	Approved		LAP	11p11.2	X15525	NM_001610	3.1.3.2	53	ENSG00000134575	MGI:87882	gene with protein product
HGNC:125	ACP3	Approved	ACPP	ACP-3, PAP, TM-PAP	3q22.1		NM_001099	3.1.3.2	55	ENSG00000014257	MGI:1928480	gene with protein product
HGNC:14376	ACP4	Approved	ACPT		19q13.33	AF321918	NM_033068		93650	ENSG00000142513	MGI:3644563	gene with protein product
HGNC:124	ACP5	Approved		TRAP, HPAP, TRAcP	19p13.2	X14618		3.1.3.2	54	ENSG00000102575	MGI:87883	gene with protein product
HGNC:29609	ACP6	Approved		LPAP, ACPL1	1q21.2	BC009965	NM_016361		51205	ENSG00000162836	MGI:1931010	gene with protein product
HGNC:33781	ACP7	Approved		FLJ16165, PAPL1, PAPL	19q13.2		NM_001004318		390928	ENSG00000183760	MGI:2142121	gene with protein product
HGNC:126	ACR	Approved			22q13.33	CR456366	NM_001097	3.4.21.10	49	ENSG00000100312	MGI:87884	gene with protein product
HGNC:17195	ACRBP	Approved		SP32, OY-TES-1, CT23	12p13.31	AB051833	NM_032489		84519	ENSG00000111644	MGI:1859515	gene with protein product
HGNC:54745	ACRP1	Approved			2q14.1		NG_021518		645529	ENSG00000175509		pseudogene
HGNC:127	ACRV1	Approved		SPACA2, SP-10, D11S4365	11q24.2	AK223335	NM_001612		56	ENSG00000134940	MGI:104590	gene with protein product
HGNC:128	ACS3	Symbol Withdrawn										unknown
HGNC:29567	ACSBG1	Approved		BGM, FLJ30320, MGC14352, BG1, KIAA0631, hBG1, hsBG	15q25.1	AB014531	NM_015162		23205	ENSG00000103740	MGI:2385656	gene with protein product
HGNC:24174	ACSBG2	Approved		BGR, PRTD-NY3, DKFZp434K1635	19p13.3		NM_030924		81616	ENSG00000130377	MGI:3587728	gene with protein product
HGNC:26101	ACSF2	Approved		FLJ20920, ACSMW	17q21.33	AK024573, BC012053	NM_025149		80221	ENSG00000167107	MGI:2388287	gene with protein product
HGNC:27288	ACSF3	Approved			16q24.3	AK075499	NM_174917		197322	ENSG00000176715	MGI:2182591	gene with protein product
HGNC:3569	ACSL1	Approved	FACL2	LACS2, LACS, ACS1, LACS1, FACL1	4q35.1	BC026290	NM_001995	6.2.1.3	2180	ENSG00000151726	MGI:102797	gene with protein product
HGNC:3570	ACSL3	Approved	FACL3	ACS3, PRO2194	2q36.1	D89053	NM_004457		2181	ENSG00000123983	MGI:1921455	gene with protein product
HGNC:40227	ACSL3-AS1	Approved			2q36.1	DB074600			105373904	ENSG00000234193		RNA, long non-coding
HGNC:56529	ACSL3P1	Approved			3q22.1		NG_025745		100421637	ENSG00000244062		pseudogene
HGNC:3571	ACSL4	Approved	FACL4, MRX63, MRX68	ACS4, LACS4	Xq23	BC034959	NM_004458		2182	ENSG00000068366	MGI:1354713	gene with protein product
HGNC:16526	ACSL5	Approved	FACL5	ACS5, ACS2	10q25.2	AB033899	NM_016234		51703	ENSG00000197142	MGI:1919129	gene with protein product
HGNC:16496	ACSL6	Approved	FACL6	KIAA0837, ACS2, LACS5, LACS2	5q31.1	AB020644	NM_015256		23305	ENSG00000164398	MGI:894291	gene with protein product
HGNC:40772	ACSL6-AS1	Approved			5q31.1				101927693	ENSG00000223548		RNA, long non-coding
HGNC:18049	ACSM1	Approved	BUCS1	MACS1	16p12.3	AB059429	NM_052956	6.2.1.2	116285	ENSG00000166743	MGI:2152200	gene with protein product
HGNC:32017	ACSM2A	Approved	ACSM2	A-923A4.1, MGC150530	16p12.3	AK091878, AK096039	NM_001308172		123876	ENSG00000183747	MGI:2385289	gene with protein product
HGNC:30931	ACSM2B	Approved	ACSM2	HXMA, HYST1046	16p12.3	AY160217	NM_182617		348158	ENSG00000066813	MGI:2385289	gene with protein product
HGNC:10522	ACSM3	Approved	SAH	SA	16p12.3	D16350	NM_005622		6296	ENSG00000005187	MGI:99538	gene with protein product
HGNC:32016	ACSM4	Approved			12p13.31		NM_001080454		341392	ENSG00000215009	MGI:2681844	gene with protein product
HGNC:26060	ACSM5	Approved		FLJ20581	16p12.3		NM_017888		54988	ENSG00000183549	MGI:2444086	gene with protein product
HGNC:51295	ACSM5P1	Approved			16p12.3		NG_026352		100421779	ENSG00000260762		pseudogene
HGNC:31665	ACSM6	Approved	C10orf129	bA310E22.3	10q23.33		NM_207321		142827	ENSG00000173124		gene with protein product
HGNC:16091	ACSS1	Approved	ACAS2L	dJ568C11.3, AceCS2L, MGC33843	20p11.21		NM_032501	6.2.1.1	84532	ENSG00000154930	MGI:1915988	gene with protein product
HGNC:15814	ACSS2	Approved	ACAS2	ACS, ACSA, AceCS, dJ1161H23.1	20q11.22	AF263614	NM_018677	6.2.1.1	55902	ENSG00000131069	MGI:1890410	gene with protein product
HGNC:24723	ACSS3	Approved		FLJ21963	12q21.31		NM_024560		79611	ENSG00000111058	MGI:2685720	gene with protein product
HGNC:129	ACTA1	Approved	ACTA	NEM3	1q42.13	J00068	NM_001100		58	ENSG00000143632	MGI:87902	gene with protein product
HGNC:130	ACTA2	Approved		ACTSA	10q23.31	X13839	NM_001613		59	ENSG00000107796	MGI:87909	gene with protein product
HGNC:45169	ACTA2-AS1	Approved		uc001kfo.1, ZXF1, UC001kfo	10q23.31	AK093340, AX748062	NR_125373		100132116	ENSG00000180139		RNA, long non-coding
HGNC:131	ACTA3	Symbol Withdrawn										unknown
HGNC:132	ACTB	Approved			7p22.1	M28424	NM_001101		60	ENSG00000075624	MGI:87904	gene with protein product
HGNC:17780	ACTBL2	Approved		DKFZp686D0972	5q11.2		NM_001017992		345651	ENSG00000169067	MGI:2444552	gene with protein product
HGNC:134	ACTBP1	Approved			Xp11.3		NG_022596		643309	ENSG00000229145		pseudogene
HGNC:135	ACTBP2	Approved			5q14.1		NG_003019		62	ENSG00000213763		pseudogene
HGNC:136	ACTBP3	Approved			18q21.33				63			pseudogene
HGNC:137	ACTBP4	Approved			5q31.1				64	ENSG00000286676		pseudogene
HGNC:138	ACTBP5	Entry Withdrawn			7q36.1							pseudogene
HGNC:139	ACTBP6	Approved			8q21.2		NG_008793		66	ENSG00000203413		pseudogene
HGNC:140	ACTBP7	Approved			15q15.3	V00479			67	ENSG00000185607		pseudogene
HGNC:141	ACTBP8	Approved		ACTBP2	6q15	V00481	NG_000840		68	ENSG00000220267		pseudogene
HGNC:142	ACTBP9	Approved			18q21.33	D50604	NG_003162		69	ENSG00000266920		pseudogene
HGNC:31819	ACTBP10	Approved			14q11.2				446207			pseudogene
HGNC:33971	ACTBP11	Approved			1q41				644220	ENSG00000188460		pseudogene
HGNC:150	ACTBP12	Approved	ACTGP5		1p22.1		NG_026958		100462767	ENSG00000233125		pseudogene
HGNC:45086	ACTBP14	Approved			10q22.1		NG_022182		389976	ENSG00000229001		pseudogene
HGNC:55065	ACTBP15	Approved			22q13.2				391334	ENSG00000213857		pseudogene
HGNC:56590	ACTBP16	Approved			3q26.33		NG_022284		100132223	ENSG00000241473		pseudogene
HGNC:143	ACTC1	Approved	ACTC	CMD1R	15q14	BC009978	NM_005159		70	ENSG00000159251	MGI:87905	gene with protein product
HGNC:51491	ACTE1P	Approved			11q13.4				399923	ENSG00000172900	MGI:2685344	pseudogene
HGNC:144	ACTG1	Approved	ACTG, DFNA20, DFNA26		17q25.3		NM_001614		71	ENSG00000184009	MGI:87906	gene with protein product
HGNC:146	ACTG1P1	Approved	ACTGP1, ACT1GP1		3q23	D50658	NG_001068		73	ENSG00000178631		pseudogene
HGNC:147	ACTG1P2	Approved	ACTL2, ACTGP2		Yq11.222		NG_004636		74	ENSG00000229129		pseudogene
HGNC:148	ACTG1P3	Approved	ACTGP3		20p13	AF196978	NG_000842		75	ENSG00000215388		pseudogene
HGNC:149	ACTG1P4	Approved	ACTGP4		1p21.1				648740	ENSG00000236085		pseudogene
HGNC:151	ACTG1P6	Approved	ACTGP6		1p21				78			pseudogene
HGNC:152	ACTG1P7	Approved	ACTGP7		1p21				79			pseudogene
HGNC:153	ACTG1P8	Approved	ACTGP8		1p21				80			pseudogene
HGNC:154	ACTG1P9	Approved	ACTGP9		6p12.3	D50659	NG_001069		82	ENSG00000229349		pseudogene
HGNC:155	ACTG1P10	Approved	ACTL1, ACTGP10		Xp11.22	AL139396	NG_003039		83	ENSG00000231340		pseudogene
HGNC:37651	ACTG1P11	Approved			Yq11.222		NG_004636		414754	ENSG00000229465		pseudogene
HGNC:44496	ACTG1P12	Approved			3p25.2				100418921	ENSG00000226642		pseudogene
HGNC:49058	ACTG1P13	Approved			3q12.1				100418920	ENSG00000241305		pseudogene
HGNC:49751	ACTG1P14	Approved			9p24.1		NG_023870		100418910	ENSG00000230581		pseudogene
HGNC:51495	ACTG1P15	Approved			15q14				100418951	ENSG00000259904		pseudogene
HGNC:51496	ACTG1P16	Approved			16q12.1				100418960	ENSG00000260298		pseudogene
HGNC:51497	ACTG1P17	Approved			15q25.2				283693	ENSG00000259315		pseudogene
HGNC:51498	ACTG1P18	Approved			6q16.3				100418924	ENSG00000218475		pseudogene
HGNC:51499	ACTG1P19	Approved			9q31.1				644160	ENSG00000237999		pseudogene
HGNC:51500	ACTG1P20	Approved			1p36.11				644961	ENSG00000241547		pseudogene
HGNC:51501	ACTG1P21	Approved			1p31.1				100131291	ENSG00000232672		pseudogene
HGNC:51502	ACTG1P22	Approved			2p16.1				100131953	ENSG00000271615		pseudogene
HGNC:51503	ACTG1P23	Approved			3q26.31				442097	ENSG00000230362		pseudogene
HGNC:49661	ACTG1P24	Approved	POTENP		17p11.2				441783	ENSG00000226359		pseudogene
HGNC:54872	ACTG1P25	Approved		AGPG	1q32.1		NR_002929		148709	ENSG00000234996		pseudogene
HGNC:145	ACTG2	Approved	ACTL3, ACTA3	ACTSG	2p13.1		NM_001615		72	ENSG00000163017	MGI:104589	gene with protein product
HGNC:156	ACTL2	Symbol Withdrawn										unknown
HGNC:157	ACTL3	Symbol Withdrawn										unknown
HGNC:158	ACTL4	Entry Withdrawn			3pter-q21							unknown
HGNC:159	ACTL5	Entry Withdrawn		ACTFIB	21q22.3							unknown
HGNC:24124	ACTL6A	Approved		Actl6, BAF53A, Arp4, Baf53a, INO80K, SMARCN1	3q26.33	AK098691	NM_004301		86	ENSG00000136518	MGI:1861453	gene with protein product
HGNC:160	ACTL6B	Approved	ACTL6	BAF53B, SMARCN2	7q22.1	AB015906	NM_016188		51412	ENSG00000077080	MGI:1933548	gene with protein product
HGNC:161	ACTL7A	Approved			9q31.3	BC014610	NM_006687		10881	ENSG00000187003	MGI:1343051	gene with protein product
HGNC:162	ACTL7B	Approved		Tact1	9q31.3	BC033789	NM_006686		10880	ENSG00000148156	MGI:1343053	gene with protein product
HGNC:24018	ACTL8	Approved		CT57	1p36.13	AK057339	NM_030812		81569	ENSG00000117148		gene with protein product
HGNC:28494	ACTL9	Approved		MGC33407	19p13.2		NM_178525		284382	ENSG00000181786	MGI:1916731	gene with protein product
HGNC:16127	ACTL10	Approved	C20orf134		20q11.22	AL121906			170487	ENSG00000288649	MGI:1917612	gene with protein product
HGNC:44626	ACTL11P	Approved	ACTBP13		3p21.31				389120	ENSG00000234667	MGI:1914972	pseudogene
HGNC:24758	ACTMAP	Approved	C19orf54	FLJ41131	19q13.2	AK123126	NM_198476		284325	ENSG00000188493	MGI:3041247	gene with protein product
HGNC:163	ACTN1	Approved			14q24.1	M95178	NM_001102		87	ENSG00000072110	MGI:2137706	gene with protein product
HGNC:20131	ACTN1-DT	Approved	C14orf84, ACTN1-AS1		14q24.1	DB029126, AI147349			161159	ENSG00000259062		RNA, long non-coding
HGNC:164	ACTN2	Approved			1q43	BC047901	NM_001103		88	ENSG00000077522	MGI:109192	gene with protein product
HGNC:165	ACTN3	Approved			11q13.2	M86407	NM_001104		89	ENSG00000248746	MGI:99678	gene with protein product
HGNC:166	ACTN4	Approved	FSGS1		19q13.2	D89980			81	ENSG00000130402	MGI:1890773	gene with protein product
HGNC:44028	ACTN4P1	Approved			4q26				344978	ENSG00000213493		pseudogene
HGNC:44032	ACTN4P2	Approved			1p34.3				391026	ENSG00000214141		pseudogene
HGNC:51621	ACTP1	Approved			2q12.3		NG_044542		106480335	ENSG00000229890		pseudogene
HGNC:167	ACTR1A	Approved		ARP1, Arp1A	10q24.32	X82206			10121	ENSG00000138107	MGI:1858964	gene with protein product
HGNC:54703	ACTR1AP1	Approved			2q13		NG_021577		100287074	ENSG00000233370		pseudogene
HGNC:168	ACTR1B	Approved	CTRN2	Arp1B	2q11.2	X82207	NM_005735		10120	ENSG00000115073	MGI:1917446	gene with protein product
HGNC:169	ACTR2	Approved		ARP2	2p14	AF006082	NM_001005386		10097	ENSG00000138071	MGI:1913963	gene with protein product
HGNC:56978	ACTR2P1	Approved			22q11.23		NG_027472		100421614	ENSG00000224334		pseudogene
HGNC:57006	ACTR2P2	Approved			19p12		NG_022927		284441	ENSG00000213985		pseudogene
HGNC:170	ACTR3	Approved		ARP3	2q14.1	AF006083	NM_005721		10096	ENSG00000115091	MGI:1921367	gene with protein product
HGNC:53965	ACTR3-AS1	Approved		AC104653.1	2q14.1		NR_110174		101060091			RNA, long non-coding
HGNC:17256	ACTR3B	Approved		ARP11, ARP3beta	7q36.1-q36.2		NM_020445		57180	ENSG00000133627	MGI:2661120	gene with protein product
HGNC:37724	ACTR3BP1	Approved			Yq11.21		NG_005799		643050	ENSG00000270242		pseudogene
HGNC:38677	ACTR3BP2	Approved		FKSG73	2p11.1				440888	ENSG00000226481		pseudogene
HGNC:38678	ACTR3BP3	Approved			16p11.2				647156	ENSG00000260327		pseudogene
HGNC:38681	ACTR3BP4	Approved			4q24				777774	ENSG00000249283		pseudogene
HGNC:38682	ACTR3BP5	Approved			10p11.1				399746	ENSG00000227264		pseudogene
HGNC:38683	ACTR3BP6	Approved			22q11.1				644773	ENSG00000280263		pseudogene
HGNC:54971	ACTR3BP7	Approved			22p11.2				100289004	ENSG00000226444		pseudogene
HGNC:37282	ACTR3C	Approved		ARP11	7q36.1				653857	ENSG00000106526		gene with protein product
HGNC:31820	ACTR3P1	Approved			14q11.2				100288580			pseudogene
HGNC:38676	ACTR3P2	Approved			Xq13.1				100129013	ENSG00000232267		pseudogene
HGNC:38679	ACTR3P3	Approved			3q12.2				100128020	ENSG00000242573		pseudogene
HGNC:14671	ACTR5	Approved		FLJ12785, Arp5, INO80M	20q11.23	AK022847	NM_024855		79913	ENSG00000101442	MGI:1924748	gene with protein product
HGNC:24025	ACTR6	Approved		ARP6, FLJ13433	12q23.1	AF212251	NM_022496		64431	ENSG00000075089	MGI:1914269	gene with protein product
HGNC:44210	ACTR6P1	Approved			4q25		NG_025147		100421495	ENSG00000248915		pseudogene
HGNC:14672	ACTR8	Approved		INO80N, ARP8	3p21.1		NM_022899		93973	ENSG00000113812	MGI:1860775	gene with protein product
HGNC:17372	ACTR10	Approved		HARP11, ACTR11, Arp11, Arp10	14q23.1	AF220190			55860	ENSG00000131966	MGI:1891654	gene with protein product
HGNC:24027	ACTRT1	Approved		AIP1, KIAA0705, ARIP1, Arp-T1	Xq25	AF440739	NM_138289		139741	ENSG00000123165	MGI:1920610	gene with protein product
HGNC:55127	ACTRT1P1	Approved			Xq25		NG_011795		100128268	ENSG00000235239		pseudogene
HGNC:24026	ACTRT2	Approved		Arp-T2, ARPM2, FLJ25424	1p36.32	AF440740, AB057364	NM_080431		140625	ENSG00000169717	MGI:1920603	gene with protein product
HGNC:24022	ACTRT3	Approved		ARPM1	3q26.2	AK055346	NM_032487		84517	ENSG00000184378	MGI:1923902	gene with protein product
HGNC:171	ACVR1	Approved	ACVRLK2	SKR1, ALK2, ACVR1A	2q24.1		NM_001105		90	ENSG00000115170	MGI:87911	gene with protein product
HGNC:172	ACVR1B	Approved	ACVRLK4	ALK4, SKR2, ActRIB	12q13.13		NM_020328		91	ENSG00000135503	MGI:1338944	gene with protein product
HGNC:18123	ACVR1C	Approved		ALK7, ACVRLK7	2q24.1	BC022530	NM_145259		130399	ENSG00000123612	MGI:2661081	gene with protein product
HGNC:173	ACVR2A	Approved	ACVR2	ACTRII	2q22.3-q23.1		NM_001616		92	ENSG00000121989	MGI:102806	gene with protein product
HGNC:174	ACVR2B	Approved		ActR-IIB	3p22.2	X77533	NM_001106		93	ENSG00000114739	MGI:87912	gene with protein product
